size,CSF,density,settling,particle_type,velocity_goral,velocity_yu,velocity_dietrich
0.0037597713863418,0.32131186394672,1073.953974345377,settling,fragment,0.05098299330408613,0.05809933059929513,0.03672340554071975
0.000180466303451,0.4161823377914735,1076.8280584866252,settling,fragment,0.000972689958168098,0.0010709084732686888,0.0009722401571158072
0.0001040993146759,0.3351731442303037,1082.706906071096,settling,fragment,0.0003575898620487481,0.000368024767894321,0.0003352304447841982
0.0013678045568765,0.626687057481681,987.2503947309624,rising,fragment,-0.006236963267958412,-0.006639280659812689,-0.005727373858918442
8.247974164304961e-05,0.580100250531611,965.1286339078436,rising,fragment,-9.57079239793544e-05,-0.00011140524121646451,-0.00011006017673158684
0.0008187601153728,0.0775290533099754,1083.6615797825093,settling,fiber,0.014368846375190756,0.00850594359930812,
0.0004014901735448,0.6778993116129928,970.177748937931,rising,fragment,-0.00184332932909974,-0.0021820346636025603,-0.001880575654453663
0.0007789182230655,0.2163019469855595,1259.1321420561133,settling,fragment,0.0292758633010788,0.023745045699068563,0.017347406784052725
0.0001075041482342,0.4008316347335103,959.684908014454,rising,fragment,-0.0001869275110987029,-0.00019999810513915856,-0.00019114691385080279
0.0008067772925727,0.132544201659936,1779.514840904813,settling,fiber,0.06957610633597579,0.0478340260305894,
6.209118570425449e-05,0.4776264755676115,937.6930757226132,rising,fragment,-9.702603411052495e-05,-0.00010735245755754623,-0.00010407333424399624
2.374112270696354e-05,0.0905483403530716,1242.452406110574,settling,fiber,0.0005372459554450143,4.00453223067329e-05,
0.0002446658910025,0.4148955404344433,1012.461877293705,settling,fragment,0.0002951286581692724,0.00032245151989215897,0.00030322459807324777
6.433039202806751e-05,0.4812299807582735,1184.5375025615729,settling,fragment,0.00030643273968921774,0.0003431295482237852,0.00033682654206334465
0.0007437568809656,0.2607786253759026,1201.3372782602432,settling,fragment,0.023224081388191847,0.01960905931857912,0.01572353712029298
5.723534193731245e-05,0.4138965649286005,1022.2038157870152,settling,fragment,2.949038774073509e-05,3.120002001159761e-05,2.8098415502455143e-05
0.0014546168829246,0.3249917118193215,1181.9770527769083,settling,fragment,0.042355791417491885,0.04128133952751074,0.0334584984307285
0.0008802038993997,0.266517117699067,2388.5364329150334,settling,fragment,0.09618503864968256,0.09301620169357953,0.06765121366401204
2.91033264409069e-05,0.2934470249890978,1420.1738558002828,settling,fragment,0.00014394142225059318,0.00014061442591997144,0.00011810687808175796
2.7273247836403734e-05,0.0462651975856073,1026.425963320928,settling,fiber,0.00012925445116453355,4.830651215329377e-06,
2.131621167368357e-05,0.3916034177945076,1131.715184655325,settling,fragment,2.4310139380054213e-05,2.5186166824890015e-05,2.0732118398543727e-05
0.000277415561411,0.4828300179007219,1045.445623029416,settling,fragment,0.001328199243032583,0.0015181704191250347,0.0013468294803320492
2.043432252557648e-05,0.389750084262313,1388.1402443724862,settling,fragment,6.573996021199599e-05,6.84144194797234e-05,5.994623897490017e-05
2.2269278749560804e-05,0.6073645413312505,1251.785253160525,settling,fragment,5.066383207412874e-05,5.884537788847893e-05,5.418658153661565e-05
2.366770115619884e-05,0.6864062992593857,1016.5326545050092,settling,fragment,4.033334715520674e-06,4.448517365426224e-06,3.3860316843909116e-06
3.9885428466167225e-05,0.1970231103058312,1259.2439476435238,settling,fiber,0.0010196395805697853,0.00014776317058173643,9.500533864938313e-05
7.222545521920319e-05,0.358313503609341,939.7390996372638,rising,fragment,-0.0001267332654357542,-0.00013093779624006086,-0.00012102612615562015
0.0001158019490572,0.5460494794495463,967.7404983727516,rising,fragment,-0.00017355776493380309,-0.00020061563583470579,-0.00019864787644497536
6.478931615460757e-05,0.3360678730506549,1135.120604122592,settling,fragment,0.0002280438940051316,0.00023282093348365787,0.00021260951703130934
2.250063518426253e-05,0.5174672404112834,997.6460304426906,rising,fragment,-4.850338997566188e-07,-5.283226744104872e-07,-3.246207631974149e-07
0.0020552025591422,0.2720865419107302,1052.090775068302,settling,fragment,0.02625101576857215,0.024092157000699575,0.0188961575554021
0.0001299142980777,0.3857045883357025,888.9664428302501,rising,fragment,-0.0007379382431817186,-0.0007937212455629866,-0.0007301222013959979
8.382592013033196e-05,0.5157276835563981,962.5400525719951,rising,fragment,-0.0001061352474457423,-0.00012008016692226558,-0.00011814590771626144
0.000554468391697,0.6158696079022705,1151.2985908612177,settling,fragment,0.012749057008770196,0.01363218642685797,0.011694058493912878
2.7516881225392695e-05,0.2428607178365188,1057.6760589053208,settling,fragment,1.774005347503225e-05,1.6304621043369182e-05,1.0683542944134236e-05
0.0009654095248325,0.2957230343451749,1215.344714510352,settling,fragment,0.03231605875271569,0.028806338426557842,0.023980572868729167
5.236840119044087e-05,0.2766180123374428,1161.6829426747397,settling,fragment,0.00017874269590038272,0.0001731361271797894,0.00014532433461710305
8.342104793993529e-05,0.1984258053635431,1131.9858716691465,settling,fiber,0.0014630970437867798,0.0003308457368952528,0.0002219431074956756
5.415519328151614e-05,0.3276029560902456,1216.5490977615889,settling,fragment,0.0002554510248114963,0.000258993020121236,0.0002344140991334723
0.0001547256249172,0.3242856684260368,1426.20928173383,settling,fragment,0.0037945356685673763,0.0039066951793111995,0.003202658950741479
2.8624931606465665e-05,0.6602800843068611,992.7011967508844,rising,fragment,-2.432777432578351e-06,-2.8418238509630506e-06,-2.1165774953762563e-06
0.00018636179164,0.2781574765752129,1005.666455673148,settling,fragment,7.912628363190799e-05,7.705179458296798e-05,6.541468250844692e-05
5.268229541503822e-05,0.5570759795044351,1245.2277606480825,settling,fragment,0.0002736887575798786,0.0003169845706517689,0.0003143782596463486
0.0001954597310915,0.1274118447284436,1269.3791061281138,settling,fiber,0.006444548529991699,0.0030660021926267184,
3.349525948768946e-05,0.6931695108451964,1073.3221251819105,settling,fragment,3.644382032211339e-05,4.0068351731457745e-05,3.685503959340582e-05
3.762704186291632e-05,0.4886973239127908,1641.366750627568,settling,fragment,0.0003652543238081194,0.0004092358343383893,0.00040234888411389415
3.109636129710932e-05,0.3974027038552088,982.7296287365232,rising,fragment,-6.789109808987544e-06,-7.0251108155074395e-06,-5.399985303336441e-06
0.0015469183959159,0.2269463469165809,1313.3016606390129,settling,fragment,0.061708496838647535,0.058302821451188494,0.03808991551163497
2.268875774418344e-05,0.3326315900076462,898.4325625912572,rising,fragment,-2.1239441173705384e-05,-2.111635199581604e-05,-1.635917884501654e-05
2.4183928398722637e-05,0.5368517394285007,1080.632187338943,settling,fragment,1.915790559295081e-05,2.1463503411356676e-05,1.8555775080442496e-05
3.0494926901388528e-05,0.4123555212979231,1148.907216392867,settling,fragment,5.614127499227892e-05,5.934599780622754e-05,5.3441970868661255e-05
3.686740806851517e-05,0.6837568016159706,951.2996180911553,rising,fragment,-2.8541344047784636e-05,-3.211435380615156e-05,-2.9343013799040625e-05
